"","Word","ID.true","Experiment","Task","LogReactionTime","Response","Accuracy","ConcValCombo","ExperimentType"
"51853","mugger","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.14124512235049,"animate",1,NA,"Categorization"
"51854","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.84971375760487,"animate",1,NA,"Categorization"
"51855","wiretap","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.75925527066369,"inanimate",1,NA,"Categorization"
"51856","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.67203294546107,"animate",1,NA,"Categorization"
"51857","comedian","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.81454289725996,"animate",1,NA,"Categorization"
"51858","corpse","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.15383380157884,"animate",1,NA,"Categorization"
"51859","asshole","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.53369370984863,"inanimate",0,NA,"Categorization"
"51860","leech","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.83834331555712,"animate",1,NA,"Categorization"
"51861","duckling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.06646697013696,"animate",1,NA,"Categorization"
"51862","dollar","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.32383056620232,"inanimate",1,NA,"Categorization"
"51863","maggot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.81892406527552,"animate",1,NA,"Categorization"
"51864","flood","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",8.1101268019411,"inanimate",1,NA,"Categorization"
"51865","kitten","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",5.05624580534831,"inanimate",0,NA,"Categorization"
"51866","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.75460409948796,"inanimate",1,NA,"Categorization"
"51867","laughter","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.70616297019958,"inanimate",1,NA,"Categorization"
"51868","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.74758652682932,"inanimate",1,NA,"Categorization"
"51869","tapeworm","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.70686233660275,"animate",1,NA,"Categorization"
"51870","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.96602418710611,"inanimate",1,NA,"Categorization"
"51871","widow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.50878717063428,"animate",1,NA,"Categorization"
"51872","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.78445706263764,"animate",1,NA,"Categorization"
"51873","sandwich","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.70318811324086,"inanimate",1,NA,"Categorization"
"51874","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.77992190747225,"animate",1,NA,"Categorization"
"51875","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.8330317327862,"inanimate",1,NA,"Categorization"
"51876","doughnut","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.89365635460264,"inanimate",1,NA,"Categorization"
"51877","dictator","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.25205395185281,"animate",1,NA,"Categorization"
"51878","gunshot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.57609734062311,"inanimate",1,NA,"Categorization"
"51879","sibling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.76734312526539,"animate",1,NA,"Categorization"
"51880","intruder","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.70196036600254,"animate",1,NA,"Categorization"
"51881","princess","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.51174532964473,"animate",1,NA,"Categorization"
"51882","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.55819780281227,"inanimate",1,NA,"Categorization"
"51883","puppy","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.46925031679577,"animate",1,NA,"Categorization"
"51884","feast","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.5792512120101,"inanimate",1,NA,"Categorization"
"51885","leech","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.72262979485545,"animate",1,NA,"Categorization"
"51886","corpse","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.78897174299217,"animate",1,NA,"Categorization"
"51887","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.69703424766648,"inanimate",1,NA,"Categorization"
"51888","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.55250788703459,"inanimate",1,NA,"Categorization"
"51889","heroin","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.92264389147589,"inanimate",1,NA,"Categorization"
"51890","kitten","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.55961523749324,"animate",1,NA,"Categorization"
"51891","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.55677835615804,"animate",1,NA,"Categorization"
"51892","sandwich","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.49223983502047,"inanimate",1,NA,"Categorization"
"51893","child","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.4831073514572,"animate",1,NA,"Categorization"
"51894","pizza","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.5792512120101,"inanimate",1,NA,"Categorization"
"51895","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.77485576666552,"animate",1,NA,"Categorization"
"51896","dictator","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.74641212857337,"animate",1,NA,"Categorization"
"51897","mugger","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.18992217074581,"animate",1,NA,"Categorization"
"51898","doughnut","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.57646956904822,"inanimate",1,NA,"Categorization"
"51899","tapeworm","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.81563999007433,"animate",1,NA,"Categorization"
"51900","dollar","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.8501261661455,"inanimate",1,NA,"Categorization"
"51901","intruder","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.59135704669855,"animate",1,NA,"Categorization"
"51902","swastika","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.97541392745595,"inanimate",1,NA,"Categorization"
"51903","wiretap","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.31121838441963,"inanimate",1,NA,"Categorization"
"51904","flood","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.13807303404435,"inanimate",1,NA,"Categorization"
"51905","duckling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.51174532964473,"animate",1,NA,"Categorization"
"51906","widow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.13727843726039,"animate",1,NA,"Categorization"
"51907","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.56526497003536,"animate",1,NA,"Categorization"
"51908","prize","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.71780469502369,"inanimate",1,NA,"Categorization"
"51909","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.89580837708318,"animate",1,NA,"Categorization"
"51910","poison","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.59167373200866,"inanimate",1,NA,"Categorization"
"51911","laughter","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.70796153183549,"inanimate",1,NA,"Categorization"
"51912","husband","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.45047042214418,"animate",1,NA,"Categorization"
"51913","maggot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.59987049921284,"animate",1,NA,"Categorization"
"51914","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.61472560020376,"animate",1,NA,"Categorization"
"51915","gunshot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.48920493132532,"inanimate",1,NA,"Categorization"
"51916","meadow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.89431806384162,"animate",1,NA,"Categorization"
"51917","asshole","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.25770767716004,"inanimate",0,NA,"Categorization"
"51918","inmate","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.83087423464618,"animate",1,NA,"Categorization"
"51919","sibling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.59167373200866,"animate",1,NA,"Categorization"
"51920","comedian","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.59030104819669,"animate",1,NA,"Categorization"
"51921","comedian","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.50279004591562,"animate",1,NA,"Categorization"
"51922","widow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.67329796776765,"animate",1,NA,"Categorization"
"51923","tapeworm","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.52795791762255,"animate",1,NA,"Categorization"
"51924","duckling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.47389069635227,"animate",1,NA,"Categorization"
"51925","asshole","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.85224256905188,"inanimate",0,NA,"Categorization"
"51926","husband","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.43133108193348,"animate",1,NA,"Categorization"
"51927","intruder","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.51619307604296,"animate",1,NA,"Categorization"
"51928","leech","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.66440902035041,"animate",1,NA,"Categorization"
"51929","kitten","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.53233429222235,"animate",1,NA,"Categorization"
"51930","poison","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.61338421837956,"inanimate",1,NA,"Categorization"
"51931","flood","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.08002649992259,"inanimate",1,NA,"Categorization"
"51932","maggot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.51767127291227,"animate",1,NA,"Categorization"
"51933","wiretap","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.64768837356333,"inanimate",1,NA,"Categorization"
"51934","gunshot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.54821910276237,"inanimate",1,NA,"Categorization"
"51935","doughnut","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.65415252018322,"inanimate",1,NA,"Categorization"
"51936","dollar","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.45990445437753,"inanimate",1,NA,"Categorization"
"51937","sandwich","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.59714570188665,"inanimate",1,NA,"Categorization"
"51938","laughter","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.87523208727658,"inanimate",1,NA,"Categorization"
"51939","inmate","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.45519856334012,"animate",1,NA,"Categorization"
"51940","prize","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.46614472423762,"inanimate",1,NA,"Categorization"
"51941","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.51323011091231,"inanimate",1,NA,"Categorization"
"51942","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.52209279817015,"inanimate",1,NA,"Categorization"
"51943","princess","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.41999492814714,"animate",1,NA,"Categorization"
"51944","pizza","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.41345895716736,"inanimate",1,NA,"Categorization"
"51945","corpse","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.5410299991899,"animate",1,NA,"Categorization"
"51946","meadow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.91174730025167,"animate",1,NA,"Categorization"
"51947","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.67708346124714,"animate",1,NA,"Categorization"
"51948","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.4150969591716,"animate",1,NA,"Categorization"
"51949","sibling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.50578406012823,"animate",1,NA,"Categorization"
"51950","swastika","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.37331978957701,"inanimate",1,NA,"Categorization"
"51951","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.54965074223381,"animate",1,NA,"Categorization"
"51952","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",7.74283595543075,"inanimate",1,NA,"Categorization"
"51953","dictator","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.5410299991899,"animate",1,NA,"Categorization"
"51954","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.5694814204143,"inanimate",1,NA,"Categorization"
"51955","mugger","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.7719355558396,"animate",1,NA,"Categorization"
"51956","feast","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.65544035036765,"inanimate",1,NA,"Categorization"
"51957","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.53958595561767,"animate",1,NA,"Categorization"
"51958","child","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.49072353450251,"animate",1,NA,"Categorization"
"51959","puppy","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.4707995037826,"animate",1,NA,"Categorization"
"51960","heroin","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Animacy",6.47389069635227,"inanimate",1,NA,"Categorization"
"51961","sibling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.41818082272679,"positive",1,NA,"Categorization"
"51962","duckling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.12447826249342,"positive",1,NA,"Categorization"
"51963","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.37650812632622,"positive",1,NA,"Categorization"
"51964","tapeworm","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.06987412845857,"negative",1,NA,"Categorization"
"51965","meadow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.9782137426307,"positive",1,NA,"Categorization"
"51966","flood","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.07834157955767,"negative",1,NA,"Categorization"
"51967","poison","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.67959918584438,"negative",1,NA,"Categorization"
"51968","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.73221070646721,"negative",1,NA,"Categorization"
"51969","maggot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.22766249872865,"negative",1,NA,"Categorization"
"51970","kitten","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.60665018619822,"positive",1,NA,"Categorization"
"51971","wiretap","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.19818357710194,"negative",1,NA,"Categorization"
"51972","laughter","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.96602418710611,"positive",1,NA,"Categorization"
"51973","child","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.88857245956536,"positive",1,NA,"Categorization"
"51974","comedian","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.71659477352098,"positive",1,NA,"Categorization"
"51975","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.71538338633468,"negative",1,NA,"Categorization"
"51976","inmate","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.84694313958538,"negative",1,NA,"Categorization"
"51977","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.79346613258001,"positive",1,NA,"Categorization"
"51978","dollar","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.71538338633468,"positive",1,NA,"Categorization"
"51979","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.57368016696065,"positive",1,NA,"Categorization"
"51980","husband","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.79346613258001,"positive",1,NA,"Categorization"
"51981","widow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.38087903556412,"negative",1,NA,"Categorization"
"51982","dictator","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.93049476595163,"negative",1,NA,"Categorization"
"51983","prize","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.87832646829133,"positive",1,NA,"Categorization"
"51984","mugger","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.84054652928869,"negative",1,NA,"Categorization"
"51985","asshole","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.70808408385307,"negative",1,NA,"Categorization"
"51986","intruder","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.02286808608264,"negative",1,NA,"Categorization"
"51987","sandwich","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.88550967003482,"positive",1,NA,"Categorization"
"51988","gunshot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.72503364216684,"negative",1,NA,"Categorization"
"51989","princess","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.52649485957079,"positive",1,NA,"Categorization"
"51990","doughnut","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.97634807044775,"positive",1,NA,"Categorization"
"51991","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.8351845861473,"negative",1,NA,"Categorization"
"51992","heroin","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.62140565176413,"negative",1,NA,"Categorization"
"51993","corpse","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.73578001424233,"negative",1,NA,"Categorization"
"51994","leech","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.63463335786169,"negative",1,NA,"Categorization"
"51995","puppy","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.60934924316738,"positive",1,NA,"Categorization"
"51996","swastika","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.65801104587075,"negative",1,NA,"Categorization"
"51997","pizza","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.60665018619822,"positive",1,NA,"Categorization"
"51998","feast","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.76734312526539,"positive",1,NA,"Categorization"
"51999","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.61069604471776,"positive",1,NA,"Categorization"
"52000","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.75693238924755,"negative",1,NA,"Categorization"
"52001","swastika","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.49375383985169,"negative",1,NA,"Categorization"
"52002","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.74170069465205,"positive",1,NA,"Categorization"
"52003","puppy","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.52502965784346,"positive",1,NA,"Categorization"
"52004","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.52941883826223,"negative",1,NA,"Categorization"
"52005","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.64378973314767,"positive",1,NA,"Categorization"
"52006","meadow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.76041469108343,"positive",1,NA,"Categorization"
"52007","kitten","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.61606518513282,"positive",1,NA,"Categorization"
"52008","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.09174211509515,"negative",1,NA,"Categorization"
"52009","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.94408720822953,"negative",1,NA,"Categorization"
"52010","corpse","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.51025834052315,"negative",1,NA,"Categorization"
"52011","leech","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.61606518513282,"negative",1,NA,"Categorization"
"52012","princess","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.5694814204143,"positive",1,NA,"Categorization"
"52013","intruder","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.72383244082121,"negative",1,NA,"Categorization"
"52014","asshole","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.68085467879022,"negative",1,NA,"Categorization"
"52015","widow","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.67959918584438,"negative",1,NA,"Categorization"
"52016","doughnut","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.5875500148248,"positive",1,NA,"Categorization"
"52017","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.84054652928869,"positive",1,NA,"Categorization"
"52018","comedian","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.8330317327862,"positive",1,NA,"Categorization"
"52019","flood","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.66695679242921,"negative",1,NA,"Categorization"
"52020","dictator","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.07749805356923,"negative",1,NA,"Categorization"
"52021","sandwich","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.88243747099785,"positive",1,NA,"Categorization"
"52022","feast","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.57646956904822,"positive",1,NA,"Categorization"
"52023","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.46146817635372,"positive",1,NA,"Categorization"
"52024","duckling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.70196036600254,"positive",1,NA,"Categorization"
"52025","mugger","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.71174039505618,"negative",1,NA,"Categorization"
"52026","poison","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.40687998606931,"negative",1,NA,"Categorization"
"52027","inmate","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.41836493593621,"negative",1,NA,"Categorization"
"52028","child","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.75110146893676,"positive",1,NA,"Categorization"
"52029","husband","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.45676965557216,"positive",1,NA,"Categorization"
"52030","laughter","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.63331843328038,"positive",1,NA,"Categorization"
"52031","maggot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.02908756414966,"negative",1,NA,"Categorization"
"52032","gunshot","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.96602418710611,"negative",1,NA,"Categorization"
"52033","heroin","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.5694814204143,"negative",1,NA,"Categorization"
"52034","sibling","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.87005341179813,"positive",1,NA,"Categorization"
"52035","pizza","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.60934924316738,"positive",1,NA,"Categorization"
"52036","tapeworm","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.51323011091231,"negative",1,NA,"Categorization"
"52037","dollar","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.5792512120101,"positive",1,NA,"Categorization"
"52038","wiretap","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",7.09920174355309,"negative",1,NA,"Categorization"
"52039","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.96318998587024,"negative",1,NA,"Categorization"
"52040","prize","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.90274273715859,"positive",1,NA,"Categorization"
"52041","sunshine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.7202201551353,"positive",1,NA,"Categorization"
"52042","bunny","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.52356230614951,"positive",1,NA,"Categorization"
"52043","chipmunk","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.61069604471776,"positive",1,NA,"Categorization"
"52044","smallpox","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.63856778916652,"negative",1,NA,"Categorization"
"52045","cocaine","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.38519439899773,"negative",1,NA,"Categorization"
"52046","slave","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.36475075685191,"negative",1,NA,"Categorization"
"52047","excrement","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.71052310945243,"negative",1,NA,"Categorization"
"52048","award","5d4bed118cbe900016c1f6d0","Ex3: Animacy (Nouns)","Valence",6.49526555593701,"positive",1,NA,"Categorization"
